pk, brand, type, name, colorway, image, release_date, retail_price, ticker, total_sales, url, year_high, year_low, avg_sale_price, premium
15123, Nike, Air Max, Air VaporMax Moc 2 Acronym Sail, Sail/Cargo Khaki-Dark Stucco, https://stockx-360.imgix.net/Nike-Air-VaporMax-Moc-2-Acronym-Sail/Images/Nike-Air-VaporMax-Moc-2-Acronym-Sail/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-15, 225, NK-AVMM2AS, 792, https://www.stockx.com/nike-air-vapormax-moc-2-acronym-sail, 450, 125, 216, -100
15135, Jordan, 4, Jordan 4 Retro Black Cement (2012), Black/Fire Red-Cement Grey, https://stockx-360.imgix.net/Air-Jordan-4-Retro-Black-Cement-2012_TruView/Images/Air-Jordan-4-Retro-Black-Cement-2012_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2012-11-01, 160, AJ4-BCMT12, 826, https://www.stockx.com/jordan-4-retro-black-cement-2012, 600, 152, 331, 100
15165, Jordan, 11, Jordan 11 Retro 72-10, Black/Gym Red-White-Anthracite, https://stockx-360.imgix.net/Air-Jordan-11-Retro-72-10_TruView/Images/Air-Jordan-11-Retro-72-10_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2015-12-12, 220, AJ11-7210, 3054, https://www.stockx.com/jordan-11-retro-72-10, 419, 200, 274, 0
15174, Other, Puma, Puma Thunder Spectra Black, Puma Black/Puma Black/Puma White, https://stockx-360.imgix.net/Puma-Thunder-Spectra/Images/Puma-Thunder-Spectra/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-28, 120, THNDRSPCTR-BLK, 2426, https://www.stockx.com/puma-thunder-spectra, 425, 60, 168, 0
15185, Adidas, Ultraboost, adidas Ultra Boost 4.0 Triple Black, Black/Black/Black, https://stockx-360.imgix.net/adidas-ultra-boost-4pt0-triple-black_TruView/Images/adidas-ultra-boost-4pt0-triple-black_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-30, 200, AD-UB4-0TBK, 3516, https://www.stockx.com/adidas-ultra-boost-4pt0-triple-black, 405, 115, 210, 0
15186, Jordan, 1, Jordan 1 Mid Multi-Color Swoosh Phantom (GS), Phantom/Igloo-Purple Rise-Blue Tint, https://stockx-360.imgix.net/Air-Jordan-1-Mid-Multi-Color-Swoosh-Phantom-GS/Images/Air-Jordan-1-Mid-Multi-Color-Swoosh-Phantom-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-15, 90, AJ1M-MCSPHNTMGS, 2058, https://www.stockx.com/air-jordan-1-mid-multi-color-swoosh-phantom-gs, 600, 85, 175, 0
15191, Nike, Foamposite, Air Foamposite One Rust Pink, Rust Pink/White-Black, https://stockx-360.imgix.net/Nike-Air-Foamposite-One-Elemental-Rose/Images/Nike-Air-Foamposite-One-Elemental-Rose/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-20, 230, FOAM1-RSTPNK, 1120, https://www.stockx.com/nike-air-foamposite-one-elemental-rose, 307, 100, 172, -100
15277, Jordan, 1, Jordan 1 Retro High Flyknit Shadow, Black/Wolf Grey-White, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Flyknit-Shadow/Images/Air-Jordan-1-Retro-High-Flyknit-Shadow/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-01-13, 180, AJ1HFK-SHDW, 508, https://www.stockx.com/air-jordan-1-retro-high-flyknit-shadow, 188, 62, 116, -100
15285, Adidas, Yeezy, adidas Yeezy Wave Runner 700 Solid Grey, Solid Grey/Chalk White/Core Black, https://stockx-360.imgix.net/Adidas-Yeezy-Wave-Runner-700-Solid-Grey/Images/Adidas-Yeezy-Wave-Runner-700-Solid-Grey/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-01, 300, YZY700-SLDGRY, 42205, https://www.stockx.com/adidas-yeezy-wave-runner-700-solid-grey, 2000, 291, 433, 0
15297, Jordan, 1, Jordan 1 Retro Valentine's Day 2017 (GS), Black/Hyper Pink-White, https://stockx-360.imgix.net/air-jordan-1-retro-valentines-day-2017-gs_TruView/Images/air-jordan-1-retro-valentines-day-2017-gs_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1549049836, 2017-02-11, 120, AJ1-VDAY17GS, 813, https://www.stockx.com/air-jordan-1-retro-valentines-day-2017-gs, 500, 94, 228, 0
15355, Jordan, 3, Jordan 3 Retro Infrared 23, White/Cement Grey-Infrared 23-Black, https://stockx-360.imgix.net/air-jordan-3-retro-infrared-23_TruView/Images/air-jordan-3-retro-infrared-23_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1549053634, 2014-03-08, 170, AJ3-INF23, 636, https://www.stockx.com/jordan-3-retro-infrared-23, 325, 115, 227, 0
15360, Adidas, Other, adidas Crazy BYW LVL 1 Black White, Core Black/Footwear White/Club Purple, https://stockx-360.imgix.net/Adidas-Crazy-BYW-LVL-1-Black-White/Images/Adidas-Crazy-BYW-LVL-1-Black-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-15, 170, AD-CBYWLVL1BKWT, 523, https://www.stockx.com/adidas-crazy-byw-lvl-1-black-white, 215, 53, 117, -100
15363, Adidas, Ultraboost, adidas Ultra Boost 4.0 White-Royal, Chalk White/Chalk Pearl/Carbon, https://stockx.imgix.net/Adidas-Ultra-Boost-4-White-Royal.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2018-02-01, 180, AD-UB4WTR, 719, https://www.stockx.com/adidas-ultra-boost-4-white-royal, 375, 82, 171, -100
15370, Jordan, 4, Jordan 4 Retro Kaws, Cool Grey/White, https://stockx-360.imgix.net/air-jordan-4-retro-kaws_TruView/Images/air-jordan-4-retro-kaws_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1549050056, 2017-03-31, 350, AJ4-KAWS, 617, https://www.stockx.com/air-jordan-4-retro-kaws, 1769, 700, 1159, 200
15401, Jordan, 4, Jordan 4 Retro Motorsports (2017), White/Varsity Blue-Black, https://stockx-360.imgix.net/air-jordan-4-retro-motorsports-2017_TruView/Images/air-jordan-4-retro-motorsports-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1549049966, 2017-03-26, 190, AJ4-MOTOR17, 1412, https://www.stockx.com/air-jordan-4-motorsports, 359, 70, 191, 0
15411, Nike, Air Force, Air Force 1 Low 3D Chenille Swoosh White Red Blue, White/University Red-Blue Void, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-3D-Chenelle-Swoosh-White-Red-Blue/Images/Nike-Air-Force-1-Low-3D-Chenelle-Swoosh-White-Red-Blue/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-20, 100, NK-AF1L3DCSWRB, 550, https://www.stockx.com/nike-air-force-1-low-3d-chenelle-swoosh-white-red-blue, 210, 50, 112, 0
15439, Nike, Air Max, Air Max Deluxe Skepta, Black/Black-Deep Red, https://stockx-360.imgix.net/Nike-Air-Max-Deluxe-Skepta/Images/Nike-Air-Max-Deluxe-Skepta/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1540493847, 2018-09-08, 190, AMDLX-SKEPTA, 1264, https://www.stockx.com/nike-air-max-deluxe-skepta, 340, 40, 195, 0
15453, Jordan, 16-33, Jordan XXXIII Future of Flight, Sail/Metallic Gold-Phantom-University Red, https://stockx.imgix.net/Air-Jordan-XXXIII-Future-Of-Flight.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2018-10-18, 175, AJ33-SAL, 1146, https://www.stockx.com/air-jordan-xxxiii-sail, 450, 131, 202, 0
15458, Adidas, Ultraboost, adidas Ultra Boost 3.0 Oreo, White/Core Black, https://stockx-360.imgix.net/adidas-ultra-boost-3pt0-oreo_TruView/Images/adidas-ultra-boost-3pt0-oreo_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-02-01, 180, ADIULBST3-OREO, 595, https://www.stockx.com/adidas-ultra-boost-3pt0-oreo, 330, 131, 227, 0
15498, Jordan, 6, Jordan 6 Retro Infrared White (2014), White/Infrared, https://stockx-360.imgix.net/Air-Jordan-6-Retro-Infrared-White-2014_TruView/Images/Air-Jordan-6-Retro-Infrared-White-2014_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2014-02-15, 170, AJ6-INFRW14, 846, https://www.stockx.com/jordan-6-retro-infrared-white-2014, 353, 137, 216, 0
15499, Jordan, 1, Jordan 1 Retro High Yellow Ochre, Summit White/Yellow Ochre-Black, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Yellow-Ochre/Images/Air-Jordan-1-Retro-High-Yellow-Ochre/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-09, 160, AJ1H-YLLWOCHRE, 2112, https://www.stockx.com/air-jordan-1-retro-high-yellow-ochre, 799, 210, 324, 100
15514, Other, Converse, Converse Chuck Taylor All-Star 70s Hi Kith x Coca Cola White, White/Lapis Blue-Egret, https://stockx-360.imgix.net/Converse-Chuck-Taylor-All-Star-70s-Hi-Kith-White/Images/Converse-Chuck-Taylor-All-Star-70s-Hi-Kith-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-18, 150, CTAS70H-KITHWHT, 541, https://www.stockx.com/converse-chuck-taylor-all-star-70s-hi-kith-russia, 625, 201, 371, 100
15565, Jordan, 1, Jordan 1 Mid Team Orange Black, Team Orange/Black-Crimson Tint, https://stockx-360.imgix.net/Air-Jordan-1-Mid-Team-Orange-Black/Images/Air-Jordan-1-Mid-Team-Orange-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1547151466, 2018-12-18, 120, AJ1M-TOBK, 1622, https://www.stockx.com/air-jordan-1-mid-team-orange-black, 225, 80, 150, 0
15571, Adidas, Other, adidas AlphaEdge 4D Ash Green, Core Black/Grey Aero/Ash Green, https://stockx-360.imgix.net/Adidas-AlphaEdge-4D-Ash-Green/Images/Adidas-AlphaEdge-4D-Ash-Green/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-17, 300, AD-AE4DAG, 755, https://www.stockx.com/adidas-alphaedge-4d-ash-green, 675, 190, 382, 0
15615, Nike, Lebron, LeBron 16 Superman SuperBron, White/Varsity Red-Varsity Royal, https://stockx-360.imgix.net/Nike-Lebron-16-Superman/Images/Nike-Lebron-16-Superman/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548141132, 2018-12-25, 200, L16-SM, 807, https://www.stockx.com/nike-lebron-16-superman, 400, 135, 214, 0
15651, Nike, KD, KD 11 EYBL, Hot Punch/Lime Blast-Pure Platinum, https://stockx-360.imgix.net/Nike-KD-11-EYBL/Images/Nike-KD-11-EYBL/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-12, 150, KD11-EYBL, 1075, https://www.stockx.com/nike-kd-11-eybl, 400, 81, 194, 0
15707, Nike, Kobe, Kobe 1 Protro Undefeated White, White/White-Black, https://stockx-360.imgix.net/Nike-Kobe-1-Protro-Undefeated-White/Images/Nike-Kobe-1-Protro-Undefeated-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-15, 180, NK-K1PUWT, 848, https://www.stockx.com/nike-kobe-1-protro-undefeated-white, 1000, 220, 397, 100
15729, Adidas, Yeezy, adidas Yeezy Boost 750 Light Grey Glow In the Dark, Light Grey/Light Grey/Gum, https://stockx-360.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark/Images/Adidas-Yeezy-Boost-750-Glow-In-The-Dark/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-06-11, 350, YZY750-GLOW, 535, https://www.stockx.com/adidas-yeezy-boost-750-light-grey-glow-in-the-dark, 1450, 600, 908, 100
15804, Jordan, 1, Jordan 1 Retro High Camo 3M Shadow, Black/Black-Dark Stucco-White, https://stockx.imgix.net/Air-Jordan-1-Retro-High-Camo-3M-Shadow.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2017-08-01, 145, AJ1H-CAMO3MSHDW, 690, https://www.stockx.com/air-jordan-1-retro-high-camo-3m-shadow, 351, 85, 130, -100
15832, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Blue Tint, Blue Tint/Grey Three/High Risk Red, https://stockx-360.imgix.net/Adidas-Yeezy-Boost-350-V2-Blue-Tint/Images/Adidas-Yeezy-Boost-350-V2-Blue-Tint/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-16, 220, YZY350V2-BLUTNT, 19752, https://www.stockx.com/adidas-yeezy-boost-350-v2-blue-tint, 900, 281, 387, 0
15858, Jordan, 1, Jordan 1 Retro UNC, White/Dark Powder Blue, https://stockx-360.imgix.net/Air-Jordan-1-Retro-UNC_TruView/Images/Air-Jordan-1-Retro-UNC_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2015-10-10, 160, AJ1-UNC15, 912, https://www.stockx.com/jordan-1-retro-unc, 450, 151, 278, 0
15860, Nike, Air Max, Air Max 1 Parra (2018), White/Multi-Color, https://stockx-360.imgix.net/Nike-Air-Max-1-Parra-2018/Images/Nike-Air-Max-1-Parra-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-21, 150, AM1-PARRA18, 3463, https://www.stockx.com/nike-air-max-1-parra-2018, 975, --, 366, 100
15861, Nike, Air Force, Air Force 1 Low Utility Black White, Black/White-Black-Tour Yellow, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Utility-Black-White/Images/Nike-Air-Force-1-Low-Utility-Black-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546587381, 2018-10-01, 100, AF1LU-BKWHT, 1125, https://www.stockx.com/nike-air-force-1-low-utility-black-white, 200, 71, 126, 0
15893, Adidas, Ultraboost, adidas Ultra Boost 4.0 Parley Legend Ink, Legend Ink/Carbon/Blue Spirit, https://stockx-360.imgix.net/Adidas-Ultra-Boost-4-Parley-Legend-Ink/Images/Adidas-Ultra-Boost-4-Parley-Legend-Ink/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-27, 180, AD-UB4PLI, 1284, https://www.stockx.com/adidas-ultra-boost-4-parley-legend-ink, 190, 90, 139, -100
15912, Jordan, 1, Jordan 1 Retro Storm Blue, Blue/White-Storm Blue, https://stockx-360.imgix.net/air-jordan-1-retro-storm-blue_TruView/Images/air-jordan-1-retro-storm-blue_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-12-23, 160, AJ1-STRMBLU, 544, https://www.stockx.com/air-jordan-1-retro-storm-blue, 512, 80, 230, 0
15929, Nike, Air Force, Air Force 1 Low Swoosh Pack All-Star 2018 (White), White/White-White, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-All-Star-2018-White/Images/Nike-Air-Force-1-Low-All-Star-2018-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548139963, 2018-02-15, 110, AF1L-AS18WHT, 1147, https://www.stockx.com/nike-air-force-1-low-all-star-2018-white, 480, 100, 196, 0
15931, Adidas, Yeezy, adidas Yeezy Powerphase Calabasas Core Black, Core Black/Core Black/Core Black, https://stockx-360.imgix.net/Adidas-Yeezy-Powerphase-Calabasas-Core-Black/Images/Adidas-Yeezy-Powerphase-Calabasas-Core-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-17, 120, YZYPWRPH-CBLK, 9536, https://www.stockx.com/adidas-yeezy-powerphase-calabasas-core-black, 710, 40, 119, -100
15934, Jordan, 12, Jordan 12 Retro Vachetta Tan (W), Vachetta Tan/Metallic Gold-Sail, https://stockx-360.imgix.net/Air-Jordan-12-Retro-Vachetta-Tan-W_TruView/Images/Air-Jordan-12-Retro-Vachetta-Tan-W_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-23, 190, AJ12-VCHTANW, 773, https://www.stockx.com/air-jordan-12-retro-vachetta-tan-w, 295, 61, 139, -100
15972, Nike, Air Force, Air Force 1 Low Off-White Black White (TD), Black/White-Cone-Black, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Off-White-Black-White-TD/Images/Nike-Air-Force-1-Low-Off-White-Black-White-TD/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545956725, 2018-12-19, 65, AF1L-OWBWPS, 646, https://www.stockx.com/nike-air-force-1-low-off-white-black-white-td, 250, 105, 145, 100
16065, Other, Vans, Vans Slip-On Supreme Skull Pile (Green), Black/Green, https://stockx-360.imgix.net/vans-slip-on-supreme-skull-pile-green_TruView/Images/vans-slip-on-supreme-skull-pile-green_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-01, 98, VN-SOSSPG, 722, https://www.stockx.com/vans-slip-on-supreme-skull-pile-green, 275, 98, 163, 0
16097, Jordan, 11, Jordan 11 Retro Low University Blue (2017), White/University Blue, https://stockx-360.imgix.net/air-jordan-11-retro-low-university-blue_TruView/Images/air-jordan-11-retro-low-university-blue_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546585258, 2017-04-15, 175, AJ11L-UNIBLU, 1704, https://www.stockx.com/air-jordan-11-retro-low-university-blue, 300, 125, 186, 0
16104, Jordan, 1, Jordan 1 Retro High Think 16 (Pass the Torch), Chrome/Black-White-Turbo Green, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Think-16-Pass-The-Torch/Images/Air-Jordan-1-Retro-High-Think-16-Pass-The-Torch/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-28, 145, AJ1H-THNK16, 958, https://www.stockx.com/air-jordan-1-retro-high-think-16-pass-the-torch, 2400, 350, 661, 300
16138, Jordan, 1, Jordan 1 Retro High "Not for Resale" Varsity Maize, Sail/Black-Varsity Maize, https://stockx.imgix.net/Air-Jordan-1-Retro-High-No-Ls-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1546583524, 2018-11-14, 160, AJ1H-NOLS, 1166, https://www.stockx.com/air-jordan-1-retro-high-no-ls, 1990, 481, 958, 400
16143, Adidas, Other, adidas Nite Jogger Core Black, Core Black/Carbon/Active Blue, https://stockx-360.imgix.net/Adidas-Nite-Jogger-Core-Black/Images/Adidas-Nite-Jogger-Core-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1547742217, 2019-01-12, 140, NJ-CB, 531, https://www.stockx.com/adidas-nite-jogger-core-black, 236, 100, 147, 0
16174, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Cream White Infant (I), Cream White/Cream White, https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Cream-White-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1539983002, 2017-04-29, 140, AD-YB350VCWI, 666, https://www.stockx.com/adidas-yeezy-boost-350-v2-cream-white-i, 299, 100, 181, 0
16175, Jordan, Other, Jordan Legacy 312 Trainer 3 Medicine Ball, White/Midnight Navy-Ginger-Light Bone-White, https://stockx-360.imgix.net/Air-Jordan-Legacy-312-Trainer-3-Medicine-Ball/Images/Air-Jordan-Legacy-312-Trainer-3-Medicine-Ball/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-11, 160, NK-AJL312T3MB, 752, https://www.stockx.com/air-jordan-legacy-312-trainer-3-medicine-ball, 425, 86, 160, 0
16212, Nike, Basketball, Nike PG 3 NASA, Total Orange/Black-Metallic Silver, https://stockx-360.imgix.net/Nike-PG-3-NASA/Images/Nike-PG-3-NASA/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548454579, 2019-01-26, 120, PG3-NASA, 1121, https://www.stockx.com/nike-pg-3-nasa, 341, 117, 146, 0
16214, Nike, Air Force, Air Force 1 High Flax (2017), Flax/Flax-Outdoor Green-Gum Light Brown, https://stockx-360.imgix.net/Nike-Air-Force-1-High-Flax-2017/Images/Nike-Air-Force-1-High-Flax-2017/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544833623, 2017-10-14, 140, AF1H-FLAX17, 508, https://www.stockx.com/nike-air-force-1-high-flax-2017, 200, 73, 126, -100
16222, Nike, SB, Nike SB Dunk Low Concepts Purple Lobster, Voltage Purple/Voltage Purple, https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Concepts-Purple-Lobster/Images/Nike-SB-Dunk-Low-Concepts-Purple-Lobster/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544564190, 2018-12-14, 130, SBDNKL-PRPLB, 2942, https://www.stockx.com/nike-sb-dunk-low-concepts-purple-lobster, 1250, 200, 264, 100
16246, Jordan, 11, Jordan 11 Retro Low Bred, Black/True Red-White, https://stockx-360.imgix.net/air-jordan-11-retro-low-bred_TruView/Images/air-jordan-11-retro-low-bred_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2015-05-23, 170, AJ11L-BRED, 859, https://www.stockx.com/jordan-11-retro-low-bred, 470, 190, 280, 0
16265, Jordan, 11, Jordan 11 Retro Low Cherry (2016), White/Varsity Red-Black, https://stockx-360.imgix.net/Air-Jordan-11-Retro-Low-Cherry-2016_TruView/Images/Air-Jordan-11-Retro-Low-Cherry-2016_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-06-04, 170, AJ11L-CHERRY16, 1015, https://www.stockx.com/jordan-11-retro-low-cherry-2016, 310, 157, 221, 0
16270, Adidas, NMD, adidas NMD R1 Neighborhood Core Black, Core Black/Footwear White/Core Black, https://stockx-360.imgix.net/adidas-nmd-r1-neighborhood-core-black_TruView/Images/adidas-nmd-r1-neighborhood-core-black_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-24, 200, AD-NMDR1NCBK, 1897, https://www.stockx.com/adidas-nmd-r1-neighborhood-core-black, 900, 100, 299, 0
16276, Adidas, Other, adidas Kamanda Dragon Ball Z Majin Buu, Haze Coral/Energy Ink/Shock Yellow, https://stockx-360.imgix.net/Adidas-Kamanda-Dragon-Ball-Z-Majin-Buu/Images/Adidas-Kamanda-Dragon-Ball-Z-Majin-Buu/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544657062, 2018-11-24, 150, KMND-MJNBU, 1330, https://www.stockx.com/adidas-kamanda-dragon-ball-z-majin-buu, 300, 115, 183, 0
16284, Nike, Foamposite, Air Foamposite One Abalone, Black/Aurora Green-Black-Aurora Green, https://stockx-360.imgix.net/Nike-Air-Air-Foamposite-One-Abalone/Images/Nike-Air-Air-Foamposite-One-Abalone/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-01-20, 250, FOAM1-ABALONE, 1340, https://www.stockx.com/nike-air-air-foamposite-one-abalone, 305, 106, 209, -100
16304, Jordan, 10, Jordan 10 Retro Tinker, Racer Blue/Team Orange-Black, https://stockx-360.imgix.net/Air-Jordan-10-Retro-Tinker/Images/Air-Jordan-10-Retro-Tinker/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538523379, 2018-10-20, 190, AJ10-TNKR, 921, https://www.stockx.com/air-jordan-10-retro-tinker, 285, 80, 147, -100
16334, Jordan, 1, Jordan 1 Retro Metallic Red 2017 (GS), White/Varsity Red, https://stockx-360.imgix.net/Air-Jordan-1-Retro-Metallic-Red-2017-GS/Images/Air-Jordan-1-Retro-Metallic-Red-2017-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-05-06, 120, AJ1H-METRED17GS, 573, https://www.stockx.com/air-jordan-1-retro-high-og-metallic-red-2017-gs, 311, 65, 155, 0
