type, name, retail_price, total_sales, avg_sale_price, premium
Kobe, Kobe 9 EM Low Metallic Silver, 170, 1, 160, -5.88
Kobe, Kobe 9 EM Low Peach Mango, 160, 9, 173, 8.13
Kobe, Kobe 9 EM Low Phillipines, 180, 36, 197, 9.44
Kobe, Kobe 9 EM Low Unleashed, 160, 24, 160, 0
Kobe, Kobe 9 EM XDR China, 180, 4, 168, -6.67
Kobe, Kobe 9 EXT High Snakeskin, 250, 41, 164, -34.4
Kobe, Kobe 9 EXT Mid Black Mamba, 225, 26, 113, -49.78
Kobe, Kobe 9 Elite Black History Month, 250, 114, 316, 26.4
Kobe, Kobe 9 Elite Black Mamba Collection Fade to Black, 200, 54, 355, 77.5
Kobe, Kobe 9 Elite Brave Blue, 225, 24, 250, 11.11
Kobe, Kobe 9 Elite Christmas (2014), 225, 113, 307, 36.44
Kobe, Kobe 9 Elite Detail, 225, 90, 303, 34.67
Kobe, Kobe 9 Elite Gold Fundamentals, 225, 56, 304, 35.11
Kobe, Kobe 9 Elite Hero Draft Day Expression, 225, 31, 217, -3.56
Kobe, Kobe 9 Elite Influence, 225, 35, 259, 15.11
Kobe, Kobe 9 Elite Inspiration, 225, 60, 216, -4
Kobe, Kobe 9 Elite Low Beethoven, 200, 93, 325, 62.5
Kobe, Kobe 9 Elite Low Michael Jackson Moonwalker, 200, 90, 229, 14.5
Kobe, Kobe 9 Elite Low Multicolor (NikeID)(Black Tongue), 245, 22, 257, 4.9
Kobe, Kobe 9 Elite Low University Red, 200, 76, 211, 5.5
Kobe, Kobe 9 Elite Masterpiece, 220, 44, 359, 63.18
Kobe, Kobe 9 Elite NOLA Gumbo League "Maestro", 225, 169, 248, 10.22
Kobe, Kobe 9 Elite Perspective, 225, 76, 208, -7.56
Kobe, Kobe 9 Elite Perspective (GS), 125, 1, 125, 0
Kobe, Kobe 9 Elite Premium Low HTM Milan Black, 340, 1, 760, 123.53
Kobe, Kobe 9 Elite Premium Low HTM Milan Black Multi-Color, 340, 2, 1103, 224.41
Kobe, Kobe 9 Elite Premium Low HTM Milan White Multi-Color, 340, 1, 1900, 458.82
Kobe, Kobe 9 Elite Premium QS Black, 220, 1, 300, 36.36
Kobe, Kobe 9 Elite Premium QS Volt, 220, 1, 500, 127.27
Kobe, Kobe 9 Elite Sequoia, 225, 37, 164, -27.11
Kobe, Kobe 9 Elite Team Showtime, 225, 66, 254, 12.89
Kobe, Kobe 9 Elite Victory Restored, 225, 34, 184, -18.22
Kobe, Kobe 9 Elite What the Kobe, 275, 238, 269, -2.18
Kobe, Kobe 9 High KRM EXT Black Mamba, 275, 18, 201, -26.91
Kobe, Kobe 9 KRM EXT High Red Mamba, 275, 36, 180, -34.55
Kobe, Kobe 9 NSW Year of the Horse, 120, 2, 130, 8.33
Kobe, Kobe A.D. Baseline White Court Purple, 160, 44, 62, -61.25
Kobe, Kobe A.D. Baseline White Gum, 160, 2, 88, -45
Kobe, Kobe A.D. Big Stage, 160, 98, 132, -17.5
Kobe, Kobe A.D. Black Gum, 160, 286, 67, -58.13
Kobe, Kobe A.D. Black History Month (2017), 160, 3, 196, 22.5
Kobe, Kobe A.D. Black Mamba, 160, 66, 165, 3.12
Kobe, Kobe A.D. Black White, 160, 26, 119, -25.62
Kobe, Kobe A.D. DeMar DeRozan Blue, 150, 374, 63, -58
Kobe, Kobe A.D. DeMar DeRozan Bred PE, 150, 3, 202, 34.67
Kobe, Kobe A.D. Derozan PE Compton, 160, 39, 221, 38.13
Kobe, Kobe A.D. Detached, 160, 109, 106, -33.75
Kobe, Kobe A.D. Fearless, 160, 62, 104, -35
Kobe, Kobe A.D. Flip the Switch, 160, 119, 118, -26.25
Kobe, Kobe A.D. Grey Snake, 160, 33, 83, -48.12
Kobe, Kobe A.D. Honesty, 160, 131, 96, -40
Kobe, Kobe A.D. Igloo, 160, 96, 116, -27.5
Kobe, Kobe A.D. Isaiah Thomas PE, 150, 34, 92, -38.67
Kobe, Kobe A.D. Lakers Black Mamba, 160, 222, 90, -43.75
Kobe, Kobe A.D. Light Bone, 160, 59, 113, -29.37
Kobe, Kobe A.D. Light Bone (GS), 120, 9, 97, -19.17
Kobe, Kobe A.D. Midnight Navy, 160, 7, 132, -17.5
Kobe, Kobe A.D. NCAA, 150, 46, 107, -28.67
Kobe, Kobe A.D. NXT Black White, 200, 102, 126, -37
Kobe, Kobe A.D. NXT Mambacurial, 200, 142, 113, -43.5
Kobe, Kobe A.D. NXT University Red, 200, 173, 108, -46
Kobe, Kobe A.D. NXT White Black, 200, 186, 137, -31.5
Kobe, Kobe A.D. NXT Wolf Grey, 200, 70, 132, -34
Kobe, Kobe A.D. Optimism, 160, 36, 114, -28.75
Kobe, Kobe A.D. Oregon, 160, 52, 119, -25.62
Kobe, Kobe A.D. Passion, 160, 89, 97, -39.38
Kobe, Kobe A.D. Pure Platinum, 160, 82, 76, -52.5
Kobe, Kobe A.D. Purple Stardust, 160, 64, 135, -15.62
Kobe, Kobe A.D. Rise, 160, 109, 73, -54.37
Kobe, Kobe A.D. TB Black, 150, 2, 98, -34.67
Kobe, Kobe A.D. TB Game Royal, 150, 1, 80, -46.67
Kobe, Kobe A.D. TB Gorge Green, 150, 2, 78, -48
Kobe, Kobe A.D. TB University Red, 150, 1, 70, -53.33
Kobe, Kobe A.D. TB White Black, 150, 3, 100, -33.33
Kobe, Kobe A.D. University Red, 160, 69, 81, -49.38
Kobe, Kobe A.D. White Black, 160, 20, 157, -1.88
Kobe, Kobe A.D. White Ice, 150, 60, 119, -20.67
Kobe, Kobe AD Black Purple, 140, 34, 145, 3.57
Kobe, Kobe AD Black Racer Blue, 160, 14, 131, -18.13
Kobe, Kobe AD Green Strike, 140, 3, 148, 5.71
Kobe, Kobe AD Lakers Amarillo, 140, 11, 175, 25
Kobe, Kobe AD Lakers Hyper Grape, 140, 15, 163, 16.43
Kobe, Kobe AD Moon Particle, 140, 41, 138, -1.43
Kobe, Kobe AD Pacific Blue, 140, 3, 149, 6.43
Kobe, Kobe AD Promo University Gold, 130, 3, 97, -25.38
Kobe, Kobe AD Sail Multi-Color, 140, 801, 189, 35
Kobe, Kobe AD White Black, 140, 52, 173, 23.57
Kobe, Kobe AD White Rush Blue, 140, 1, 120, -14.29
Kobe, Kobe Aston Martin Pack V-Hyperdunk, 300, 11, 799, 166.33
Kobe, Kobe NXT 360 Black Multi-Color, 200, 965, 249, 24.5
Kobe, Kobe NXT 360 Black Multi-Color 2.0, 200, 71, 159, -20.5
Kobe, Kobe NXT 360 Infrared, 200, 272, 156, -22
Kobe, Kobe NXT 360 Yellow Strike, 200, 283, 154, -23
Kobe, Kobe Venomenon 4 Glow-In-The-Dark, 120, 5, 114, -5
Kobe, Nike KB Mentality Black Metallic Gold Chilling Red, 130, 11, 79, -39.23
Kobe, Nike Kobe 4 Chaos Joker, 120, 5, 513, 327.5
Kobe, Nike Kobe 6 Metallic Silver Metallic Silver White, 130, 1, 265, 103.85
Kobe, Nike Kobe A.D. Devin Booker PE, 150, 160, 133, -11.33
Kobe, Nike Kobe Elite Low 4KB Liquid Lime, 220, 105, 126, -42.73
Kobe, Nike Mamba Instinct Anthracite Black, 130, 23, 55, -57.69
Kobe, Nike Mamba Instinct Bred, 100, 1, 101, 1
Kobe, Nike Mamba Instinct Pure Platinum, 100, 1, 70, -30
Kobe, Nike Mamba Rage Anthracite Aurora Green (GS), 85, 2, 120, 41.18
Kobe, Nike Mamba Rage Pink Blast, 100, 2, 75, -25
Kobe, Nike Zoom Huarache 2K4 Black Mamba Collection Fade to Black, 200, 24, 171, -14.5
Kobe, Zoom Kobe 2 Carpe Diem, 130, 1, 117, -10
Kobe, Zoom Kobe Icon Black White, 130, 1, 100, -23.08
Kobe, Zoom Kobe Icon Metallic Gold, 170, 1, 40, -76.47
Kobe, Kobe 1 Protro Purple Reign, 175, 312, 140, -20
Kobe, Kobe 1 Protro USA, 175, 9, 231, 32
Kobe, Kobe 10 All Star, 200, 67, 167, -16.5
Kobe, Kobe 10 Easter, 180, 18, 145, -19.44
Kobe, Kobe 10 Elite High What the, 260, 184, 212, -18.46
Kobe, Kobe 10 Radiant Emerald, 180, 39, 111, -38.33
Kobe, Kobe 10 Vino, 180, 17, 127, -29.44
Kobe, Kobe 2 ST USA, 140, 2, 219, 56.43
Kobe, Kobe 4 Four Rings, 120, 7, 304, 153.33
Kobe, Kobe 4 Rice High School PE Home, 120, 1, 251, 109.17
Kobe, Kobe 5 Prelude (Finals MVP) (GS), 115, 24, 154, 33.91
Kobe, Kobe 6 Dark Knight, 130, 5, 211, 62.31
Kobe, Kobe 6 Steelers, 130, 3, 220, 69.23
Kobe, Kobe 8 Blue Glow, 140, 17, 195, 39.29
Kobe, Kobe 8 Pit Viper (GS), 115, 1, 120, 4.35
Kobe, Kobe 8 Sport Pack All-Star (2013), 280, 12, 239, -14.64
Kobe, Kobe 9 EM Low Laser Crimson, 160, 29, 175, 9.38
Kobe, Kobe 9 EM Low Silk, 160, 20, 159, -0.62
Kobe, Kobe A.D. Black White Gum, 150, 64, 71, -52.67
Kobe, Kobe A.D. NXT Volt, 200, 31, 118, -41
Kobe, Kobe A.D. Port Wine, 150, 118, 68, -54.67
Kobe, Kobe A.D. Ruthless Precision, 160, 40, 170, 6.25
Kobe, Kobe AD Black Multi-Color, 140, 213, 160, 14.29
Kobe, Kobe NXT 360 Multi-Color, 200, 120, 176, -12
Kobe, Kobe NXT 360 White Multi-Color, 200, 164, 169, -15.5
Kobe, Nike Mamba Rage Grinch, 100, 181, 104, 4
Kobe, Kobe 1 Protro Undefeated Purple (F&F), --, 3, 5150, 
Kobe, Kobe 10 EXT Liquid Gold, 225, 7, 107, -52.44
Kobe, Kobe 11 Low Quai54 (Friends & Family), --, 2, 375, 
Kobe, Kobe 3 Prelude Misery (GS), --, 12, 96, 
Kobe, Kobe 4 Rice High School PE Away, 120, 2, 268, 123.33
Kobe, Kobe 6 Prelude All-Star MVP (GS), --, 5, 174, 
Kobe, Kobe 7 Christmas (GS), --, 2, 113, 
Kobe, Kobe 7 Prelude (GS), --, 5, 109, 
Kobe, Kobe 8 Black History Month, 160, 33, 237, 48.12
Kobe, Kobe A.D. PK80, --, 6, 316, 
Kobe, Kobe 4 Lower Merion, --, 2, 193, 
Kobe, Kobe 10 Mid EXT Black Metallic Gold, --, 5, 75, 
Kobe, Kobe 2 Prelude (4-50+ Points) (GS), --, 2, 123, 
Kobe, Kobe 5 Lakers, --, 8, 182, 
Kobe, Kobe 8 Prelude Reflectiion (GS), --, 2, 160, 
Kobe, Kobe 9 Elite Masterpiece (GS), --, 3, 217, 
Kobe, Kobe 9 Elite Purple Venom (GS), --, 1, 50, 
Kobe, Kobe 9 Peach Jam, --, 2, 230, 
Kobe, Nike Kobe 1 MPLS, 130, 4, 180, 38.46
Kobe, Kobe 11 Elite GCR Great Career Recall, --, 12, 234, 
Lebron, Air Zoom Generation Black White Retro, 175, 469, 178, 1.71
Lebron, Air Zoom Generation SVSM Retro, 175, 1656, 215, 22.86
Lebron, Air Zoom Generation Vachetta Tan, 200, 68, 144, -28
Lebron, Air Zoom Generation White Black Retro, 175, 234, 223, 27.43
Lebron, LeBron 11 Akron vs. Miami, 200, 26, 98, -51
Lebron, LeBron 11 All-Star (GS), 140, 4, 189, 35
Lebron, LeBron 11 Away, 200, 52, 191, -4.5
Lebron, LeBron 11 Black History Month, 220, 76, 187, -15
Lebron, LeBron 11 Black History Month (GS), 140, 1, 120, -14.29
Lebron, LeBron 11 Blackout, 200, 14, 140, -30
Lebron, LeBron 11 Christmas, 200, 118, 153, -23.5
Lebron, LeBron 11 Christmas (GS), 140, 1, 165, 17.86
Lebron, LeBron 11 Diffused Jade, 200, 15, 98, -51
Lebron, LeBron 11 Dunkman, 200, 17, 96, -52
Lebron, LeBron 11 EXT Blue Suede, 200, 36, 126, -37
Lebron, LeBron 11 EXT Denim, 200, 33, 88, -56
Lebron, LeBron 11 EXT Kings Crown, 250, 57, 229, -8.4
Lebron, LeBron 11 Elite Black Gold, 275, 17, 229, -16.73
Lebron, LeBron 11 Elite Hero, 275, 45, 216, -21.45
Lebron, LeBron 11 Elite Maison 3M Blue, 295, 15, 221, -25.08
Lebron, LeBron 11 Elite SE Metallic Gold, 295, 52, 275, -6.78
Lebron, LeBron 11 Elite Team, 275, 30, 169, -38.55
Lebron, LeBron 11 Everglades, 200, 43, 152, -24
Lebron, LeBron 11 Forging Iron, 200, 27, 162, -19
Lebron, LeBron 11 Gamma Blue, 200, 24, 120, -40
Lebron, LeBron 11 Graffiti, 200, 58, 160, -20
Lebron, LeBron 11 Independence Day, 200, 26, 111, -44.5
Lebron, LeBron 11 King's Pride, 200, 113, 144, -28
Lebron, LeBron 11 Knicks, 200, 7, 115, -42.5
Lebron, LeBron 11 Low Biscayne, 170, 4, 88, -48.24
Lebron, LeBron 11 Low Black Gum, 175, 51, 170, -2.86
Lebron, LeBron 11 Low China, 190, 41, 175, -7.89
Lebron, LeBron 11 Low Dunkman, 170, 4, 80, -52.94
Lebron, LeBron 11 Low Easter, 170, 21, 121, -28.82
Lebron, LeBron 11 Low Floridian, 170, 8, 65, -61.76
Lebron, LeBron 11 Low Independence Day, 170, 6, 141, -17.06
Lebron, LeBron 11 Low Laser Crimson, 170, 1, 67, -60.59
Lebron, LeBron 11 Low Magnet Grey, 170, 5, 69, -59.41
Lebron, LeBron 11 Low Maison Polka Dots, 190, 11, 102, -46.32
Lebron, LeBron 11 Low SE Multi-Color, 190, 35, 229, 20.53
Lebron, LeBron 11 Low Sprite, 170, 21, 107, -37.06
Lebron, LeBron 11 Low Turbo Green, 170, 1, 149, -12.35
Lebron, LeBron 11 Maison Luster Volt, 220, 8, 93, -57.73
Lebron, LeBron 11 Miami Nights, 200, 75, 145, -27.5
Lebron, LeBron 11 NBA 2K14, 250, 69, 325, 30
Lebron, LeBron 11 NOLA Gumbo League "Gator King", 220, 307, 178, -19.09
Lebron, LeBron 11 South Beach, 200, 156, 135, -32.5
Lebron, LeBron 11 Summit Lake Hornets, 200, 30, 119, -40.5
Lebron, LeBron 11 T-Rex (GS), 140, 4, 61, -56.43
Lebron, LeBron 11 Terracotta Warrior, 200, 30, 110, -45
Lebron, LeBron 11 What the LeBron, 250, 522, 256, 2.4
Lebron, LeBron 12 23 Chromosomes, 200, 52, 118, -41
Lebron, LeBron 12 Akron Birch, 220, 24, 129, -41.36
Lebron, LeBron 12 Akron Birch (GS), 160, 1, 140, -12.5
Lebron, LeBron 12 All Star Game, 220, 43, 155, -29.55
Lebron, LeBron 12 BHM 2015, 220, 31, 178, -19.09
Lebron, LeBron 12 Data, 200, 34, 176, -12
Lebron, LeBron 12 Double Helix, 200, 31, 117, -41.5
Lebron, LeBron 12 Dunk Force, 200, 14, 124, -38
Lebron, LeBron 12 EXT Cork, 250, 80, 166, -33.6
Lebron, LeBron 12 EXT King's Cloak, 250, 39, 139, -44.4
Lebron, LeBron 12 EXT Prism, 250, 43, 201, -19.6
Lebron, LeBron 12 EXT Rubber City, 250, 40, 178, -28.8
Lebron, LeBron 12 EXT Tennis Ball, 250, 17, 131, -47.6
Lebron, LeBron 12 EXT Wheat, 275, 43, 157, -42.91
Lebron, LeBron 12 Easter, 200, 12, 109, -45.5
Lebron, LeBron 12 Elite Elevate, 275, 19, 135, -50.91
Lebron, LeBron 12 Elite Rose Gold, 275, 14, 171, -37.82
Lebron, LeBron 12 Elite SP Pigalle, 300, 28, 202, -32.67
Lebron, LeBron 12 Elite Team, 275, 23, 172, -37.45
Lebron, LeBron 12 Flight, 200, 8, 150, -25
Lebron, LeBron 12 Fruity Pebbles (GS), 170, 2, 173, 1.76
Lebron, LeBron 12 Heart of a Lion, 200, 52, 138, -31
Lebron, LeBron 12 Independence Day, 200, 31, 136, -32
Lebron, LeBron 12 Instinct, 200, 21, 138, -31
Lebron, LeBron 12 Low Court Purple, 175, 29, 84, -52
Lebron, LeBron 12 Low Earned, 175, 9, 125, -28.57
Lebron, LeBron 12 Low Hyper Cobalt, 175, 6, 96, -45.14
Lebron, LeBron 12 Low LeBronold Palmer PRM, 200, 33, 91, -54.5
Lebron, LeBron 12 Low LeBronold Palmer PRM EP, 200, 55, 134, -33
Lebron, LeBron 12 Low Remix, 175, 23, 83, -52.57
Lebron, LeBron 12 Low SVSM, 175, 28, 103, -41.14
Lebron, LeBron 12 Low University Red, 175, 46, 113, -35.43
Lebron, LeBron 12 NSRL, 200, 50, 135, -32.5
Lebron, LeBron 12 NSW Black Challenge Red, 130, 7, 89, -31.54
Lebron, LeBron 12 NSW Challenge Red, 130, 1, 100, -23.08
Lebron, LeBron 12 NSW Fireberry Denim, 130, 2, 78, -40
Lebron, LeBron 12 NSW Lights Out, 130, 1, 50, -61.54
Lebron, LeBron 12 NSW Lion's Mane, 130, 2, 104, -20
Lebron, LeBron 12 Six Meridians, 200, 17, 113, -43.5
Lebron, LeBron 12 Trillion Dollar Man, 220, 20, 123, -44.09
Lebron, LeBron 12 What If, 200, 21, 148, -26
Lebron, LeBron 12 What the LeBron, 250, 166, 256, 2.4
Lebron, LeBron 12 Witness, 200, 40, 118, -41
Lebron, LeBron 13 All-Star (2016), 220, 46, 88, -60
Lebron, LeBron 13 BHM (2016), 200, 15, 91, -54.5
Lebron, LeBron 13 Balance, 200, 2, 83, -58.5
Lebron, LeBron 13 Black Lion, 200, 38, 93, -53.5
Lebron, LeBron 13 Blue Lagoon, 200, 6, 98, -51
Lebron, LeBron 13 Bronze, 200, 3, 79, -60.5
Lebron, LeBron 13 Christmas, 200, 29, 107, -46.5
Lebron, LeBron 13 Doernbecher, 200, 42, 153, -23.5
Lebron, LeBron 13 Doernbecher (GS), 160, 2, 110, -31.25
Lebron, LeBron 13 EXT Luxbron, 220, 9, 89, -59.55
Lebron, LeBron 13 Easter, 200, 14, 102, -49
Lebron, LeBron 13 Elite Black, 225, 2, 168, -25.33
Lebron, LeBron 13 Elite Built For Battle, 200, 30, 80, -60
Lebron, LeBron 13 Elite Game Time, 200, 5, 108, -46
Lebron, LeBron 13 Elite Gold, 275, 9, 175, -36.36
Lebron, LeBron 13 Elite University Red, 225, 7, 122, -45.78
Lebron, LeBron 13 Friday the 13th, 200, 70, 151, -24.5
Lebron, LeBron 13 Lava, 200, 27, 84, -58
Lebron, LeBron 13 Low Anthracite Gum, 150, 65, 74, -50.67
Lebron, LeBron 13 Low Birds of Paradise, 160, 5, 137, -14.38
Lebron, LeBron 13 Low Black Red, 150, 4, 81, -46
Lebron, LeBron 13 Low Cavs, 150, 13, 87, -42
Lebron, LeBron 13 Low Cool Grey, 150, 7, 103, -31.33
Lebron, LeBron 13 Low Family Foundation, 160, 40, 201, 25.63
Lebron, LeBron 13 Low Metallic Silver, 150, 8, 107, -28.67
Lebron, LeBron 13 Low Olympic, 150, 6, 142, -5.33
Lebron, LeBron 13 Low Phantom, 160, 6, 109, -31.87
Lebron, LeBron 13 Low Team Red Gum, 150, 28, 88, -41.33
Lebron, LeBron 13 Low USA, 150, 2, 93, -38
Lebron, LeBron 13 Midnight Navy, 200, 32, 84, -58
Lebron, LeBron 13 On Court, 200, 4, 81, -59.5
Lebron, LeBron 13 Pot of Gold, 200, 24, 85, -57.5
Lebron, LeBron 14 Agimat, 175, 41, 142, -18.86
Lebron, LeBron 14 BHM (2017), 175, 28, 127, -27.43
Lebron, LeBron 14 Bred, 175, 77, 98, -44
Lebron, LeBron 14 Cocoa Beach (GS), 140, 7, 86, -38.57
Lebron, LeBron 14 Flip the Switch, 175, 74, 94, -46.29
Lebron, LeBron 14 Low Dunkman, 150, 18, 57, -62
Lebron, LeBron 14 Low Light Bone, 150, 33, 61, -59.33
Lebron, LeBron 14 Low Mint Foam, 150, 10, 76, -49.33
Lebron, LeBron 14 Low Prism Pink, 150, 3, 133, -11.33
Lebron, LeBron 14 MAG, 175, 86, 102, -41.71
Lebron, LeBron 14 Out of Nowhere, 175, 28, 370, 111.43
Lebron, LeBron 14 Red Carpet, 175, 11, 110, -37.14
Lebron, LeBron 14 Ric Flair (GS), 140, 3, 77, -45
Lebron, LeBron 14 Silver, 175, 58, 67, -61.71
Lebron, LeBron 14 The Undertaker (GS), 140, 1, 80, -42.86
Lebron, LeBron 14 Time to Shine, 175, 4, 89, -49.14
Lebron, LeBron 14 Ultimate Warrior (GS), 140, 3, 92, -34.29
Lebron, LeBron 14 University Red, 175, 22, 102, -41.71
Lebron, LeBron 14 University Red (GS), 140, 3, 80, -42.86
Lebron, LeBron 14 Wine, 175, 24, 88, -49.71
Lebron, LeBron 14 Zero Dark Thirty 23, 175, 35, 98, -44
Lebron, LeBron 15 Ashes, 185, 391, 165, -10.81
Lebron, LeBron 15 Ashes (GS), 160, 3, 107, -33.13
Lebron, LeBron 15 BHM (2018), 160, 34, 83, -48.12
Lebron, LeBron 15 Black Bright Crimson, 185, 413, 126, -31.89
Lebron, LeBron 15 Black Bright Crimson (GS), 160, 79, 68, -57.5
Lebron, LeBron 15 Black Gold, 185, 556, 197, 6.49
Lebron, LeBron 15 Black Gum, 185, 128, 188, 1.62
Lebron, LeBron 15 Black History Month (2018), 185, 194, 159, -14.05
Lebron, LeBron 15 Cereal, 185, 919, 221, 19.46
Lebron, LeBron 15 City Series, 185, 262, 165, -10.81
Lebron, LeBron 15 Diamond Turf (House of Hoops Special Box and Accessories), 200, 8, 365, 82.5
Lebron, LeBron 15 Fruity Pebbles (GS), 160, 57, 124, -22.5
Lebron, LeBron 15 Ghost, 185, 288, 240, 29.73
Lebron, LeBron 15 Ghost (GS), 160, 26, 116, -27.5
Lebron, LeBron 15 Graffiti, 185, 464, 147, -20.54
Lebron, LeBron 15 Graffiti (GS), 140, 29, 89, -36.43
Lebron, LeBron 15 Griffey, 200, 760, 290, 45
Lebron, LeBron 15 Griffey (House of Hoops Special Box and Accessories), 200, 4, 445, 122.5
Lebron, LeBron 15 Lifestyle KITH Concrete, 230, 358, 230, 0
Lebron, LeBron 15 Lifestyle KITH Stained Glass, 230, 302, 360, 56.52
Lebron, LeBron 15 Low Blackout, 150, 102, 102, -32
Lebron, LeBron 15 Low Melon, 150, 107, 125, -16.67
Lebron, LeBron 15 Low Signal Blue, 150, 63, 109, -27.33
Lebron, LeBron 15 Low Supernova, 150, 63, 159, 6
Lebron, LeBron 15 Low University Red, 150, 117, 105, -30
Lebron, LeBron 15 Multi-Color, 185, 634, 149, -19.46
Lebron, LeBron 15 Multi-Color (GS), 160, 19, 95, -40.62
Lebron, LeBron 15 Multi-Color (PS), 90, 3, 74, -17.78
Lebron, LeBron 15 New Heights, 185, 387, 163, -11.89
Lebron, LeBron 15 Orange Box, 200, 753, 277, 38.5
Lebron, LeBron 15 Orange Box (House of Hoops Special Box and Accessories), 200, 7, 369, 84.5
Lebron, LeBron 15 Performance KITH King's Cloak, 255, 483, 551, 116.08
Lebron, LeBron 15 Performance KITH Rose Gold, 200, 258, 358, 79
Lebron, LeBron 15 Performance KITH Suit of Armor, 255, 305, 298, 16.86
Lebron, LeBron 15 Pride of Ohio, 185, 71, 162, -12.43
Lebron, LeBron 15 Red Diamond Turf, 200, 1489, 205, 2.5
Lebron, LeBron 15 Rust Pink, 185, 683, 181, -2.16
Lebron, LeBron 15 Rust Pink (GS), 160, 100, 89, -44.38
Lebron, LeBron 15 Safety Orange (GS), 160, 29, 97, -39.38
Lebron, LeBron 16 1 Thru 5 (What The), 200, 1954, 330, 65
Lebron, LeBron 16 Equality 2019 (GS), 160, 6, 160, 0
Lebron, LeBron 16 Equality Away (2019), 185, 235, 178, -3.78
Lebron, LeBron 16 Equality Home (2019), 185, 292, 177, -4.32
Lebron, LeBron 16 Fresh Bred (GS), 160, 26, 133, -16.87
Lebron, LeBron 16 Fresh Bred (TD), 60, 1, 50, -16.67
Lebron, LeBron 16 HFR (W), 250, 706, 353, 41.2
Lebron, LeBron 16 I Promise, 185, 665, 211, 14.05
Lebron, LeBron 16 I Promise (GS), 160, 9, 165, 3.12
Lebron, LeBron 16 I'm King (GS), 160, 1, 180, 12.5
Lebron, LeBron 16 King, 185, 722, 216, 16.76
Lebron, LeBron 16 King (GS), 160, 26, 135, -15.62
Lebron, LeBron 16 Little Big Cats (TD), 65, 2, 75, 15.38
Lebron, LeBron 16 Multi-Color, 185, 205, 174, -5.95
Lebron, LeBron 16 Oreo, 185, 216, 169, -8.65
Lebron, LeBron 16 Superman (PS), 95, 9, 106, 11.58
Lebron, LeBron 16 Superman (TD), 60, 5, 81, 35
Lebron, LeBron 16 Superman SuperBron, 200, 807, 214, 7
Lebron, LeBron 3 Black Gold (2018), 175, 474, 205, 17.14
Lebron, LeBron 3 Christ The King (2018), 175, 444, 287, 64
Lebron, LeBron 3 Superman Red (2019), 175, 102, 283, 61.71
Lebron, LeBron Icon John Elliott White, 250, 1321, 318, 27.2
Lebron, LeBron Soldier 11 Cavs, 130, 6, 88, -32.31
Lebron, LeBron Soldier 11 TB University Red, 140, 1, 95, -32.14
Lebron, LeBron Soldier 11 White Metallic Silver Black, 140, 1, 90, -35.71
Lebron, LeBron Soldier 12 SVSM Home (GS), 110, 1, 85, -22.73
Lebron, LeBron Witness 3 Bred, 90, 1, 110, 22.22
Lebron, LeBron X Celebration Pack, 500, 16, 2034, 306.8
Lebron, LeBron X EXT Black Suede, 250, 82, 184, -26.4
Lebron, LeBron X EXT Denim, 180, 112, 163, -9.44
Lebron, LeBron X Elite Miami Dade, 260, 24, 168, -35.38
Lebron, LeBron X Elite Total Crimson, 260, 35, 177, -31.92
Lebron, LeBron X Elite+ White Gold, 280, 33, 281, 0.36
Lebron, LeBron X Low Akron Aeros, 165, 7, 104, -36.97
Lebron, LeBron X Low Knicks HWC, 165, 6, 107, -35.15
Lebron, LeBron X Low LeBroncurial, 165, 22, 90, -45.45
Lebron, LeBron X Low Reptile, 165, 29, 138, -16.36
Lebron, LeBron X Low Sprite, 165, 6, 89, -46.06
Lebron, LeBron X Low USA, 165, 1, 165, 0
Lebron, LeBron X Low Watermelon, 165, 16, 108, -34.55
Lebron, LeBron X NSW Black Sail, 130, 2, 113, -13.08
Lebron, LeBron X NSW Night Stadium, 130, 2, 83, -36.15
Lebron, LeBron X Re-Entry, 180, 174, 188, 4.44
Lebron, LeBron X What the MVP, 200, 14, 1725, 762.5
Lebron, LeBron Zoom Soldier 1 Think 16 (25 Straight), 150, 1108, 168, 12
Lebron, LeBron Zoom Soldier 10 Black Gold (Nike iD), 180, 69, 158, -12.22
Lebron, LeBron Zoom Soldier 10 Black Gum, 140, 36, 118, -15.71
Lebron, LeBron Zoom Soldier 10 Black Red, 130, 10, 114, -12.31
Lebron, LeBron Zoom Soldier 10 Black Royal, 150, 10, 113, -24.67
Lebron, LeBron Zoom Soldier 10 Black Space, 130, 6, 169, 30
Lebron, LeBron Zoom Soldier 10 Black Uni Gold, 130, 16, 92, -29.23
Lebron, LeBron Zoom Soldier 10 Black University Red, 150, 8, 121, -19.33
Lebron, LeBron Zoom Soldier 10 Black White, 150, 5, 120, -20
Lebron, LeBron Zoom Soldier 10 Christ the King, 130, 4, 133, 2.31
Lebron, LeBron Zoom Soldier 10 Court Purple, 140, 2, 123, -12.14
Lebron, LeBron Zoom Soldier 10 Dunkman, 140, 5, 148, 5.71
Lebron, LeBron Zoom Soldier 10 Gold Medal, 140, 11, 201, 43.57
Lebron, LeBron Zoom Soldier 10 Hyper Cobalt, 140, 4, 143, 2.14
Lebron, LeBron Zoom Soldier 10 John Elliot, 200, 4, 181, -9.5
Lebron, LeBron Zoom Soldier 10 Midnight Navy, 140, 6, 102, -27.14
Lebron, LeBron Zoom Soldier 10 NYC SOHO Exclusive, 200, 1, 160, -20
Lebron, LeBron Zoom Soldier 10 SFG Camo, 140, 14, 112, -20
